SalePrice,OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,GarageCars,LotArea,GarageArea,YearBuilt,Fence,PoolArea,Foundation,LandContour,Neighborhood,Heating,RoofStyle,PoolQC
403000,8.0,2794,1462.0,1304.0,3.0,15138.0,810.0,1995.0,NO-FENCE,0.0,PConc,Lvl,NoRidge,GasA,Gable,0.0
119000,5.0,1728,1728.0,0.0,1.0,10624.0,352.0,1964.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
125000,5.0,825,825.0,0.0,2.0,8235.0,720.0,1955.0,MnPrv,0.0,CBlock,HLS,OldTown,GasA,Gable,0.0
128200,5.0,894,894.0,0.0,1.0,10650.0,308.0,1976.0,MnPrv,0.0,CBlock,Lvl,CollgCr,GasA,Gable,0.0
172500,6.0,1683,918.0,765.0,2.0,11184.0,440.0,1978.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Hip,0.0
84900,4.0,930,0.0,0.0,1.0,11100.0,308.0,1946.0,NO-FENCE,0.0,CBlock,Low,Edwards,GasA,Gable,0.0
412500,9.0,2668,,1096.0,3.0,13688.0,726.0,2003.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
156000,5.0,1073,1073.0,0.0,2.0,10289.0,515.0,1965.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
167900,6.0,1334,1350.0,0.0,,9650.0,630.0,1977.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
100000,4.0,788,788.0,0.0,0.0,7446.0,0.0,1941.0,GdWo,0.0,CBlock,Lvl,BrkSide,GasA,Gable,0.0
275000,7.0,1644,1518.0,0.0,2.0,12800.0,569.0,1989.0,NO-FENCE,0.0,PConc,Low,SawyerW,GasA,Gable,0.0
123000,4.0,872,858.0,0.0,4.0,8294.0,480.0,1971.0,GdWo,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
132000,5.0,1432,264.0,664.0,2.0,9600.0,360.0,1910.0,GdPrv,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
239900,8.0,1801,893.0,900.0,3.0,10463.0,800.0,2005.0,NO-FENCE,0.0,PConc,HLS,Gilbert,GasA,Gable,0.0
139000,5.0,1121,1121.0,0.0,2.0,8816.0,480.0,1963.0,MnPrv,0.0,PConc,Lvl,Sawyer,GasA,Gable,0.0
115000,5.0,789,789.0,0.0,1.0,6000.0,250.0,1948.0,NO-FENCE,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
137500,6.0,1054,936.0,0.0,2.0,8800.0,480.0,1963.0,MnPrv,0.0,PConc,Lvl,NAmes,GasA,Gable,0.0
135000,5.0,1048,1048.0,0.0,1.0,10152.0,286.0,1956.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
134450,5.0,1236,1070.0,0.0,1.0,10011.0,447.0,1957.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
180500,5.0,1152,1152.0,0.0,2.0,14112.0,484.0,1964.0,NO-FENCE,0.0,PConc,Lvl,NAmes,GasA,Hip,0.0
193500,6.0,1679,1408.0,0.0,2.0,8125.0,575.0,1994.0,NO-FENCE,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
156500,6.0,1478,1478.0,0.0,2.0,8400.0,442.0,1957.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
132000,5.0,928,928.0,0.0,1.0,13300.0,252.0,1956.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
224500,7.0,1692,846.0,846.0,2.0,13159.0,650.0,2009.0,NO-FENCE,0.0,PConc,HLS,Timber,GasA,Gable,0.0
139000,5.0,1250,661.0,589.0,2.0,5362.0,552.0,1910.0,NO-FENCE,0.0,PConc,Lvl,Crawfor,GasA,Gable,0.0
225000,7.0,1733,847.0,886.0,2.0,12394.0,433.0,2003.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
188500,7.0,1432,716.0,716.0,2.0,7795.0,432.0,2004.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
118000,5.0,1077,991.0,0.0,1.0,7420.0,205.0,1939.0,NO-FENCE,0.0,BrkTil,Lvl,BrkSide,GasA,Gable,0.0
82000,3.0,944,0.0,0.0,2.0,10206.0,528.0,1952.0,NO-FENCE,0.0,Slab,Lvl,Edwards,GasW,Flat,0.0
392000,8.0,1419,1419.0,0.0,2.0,8089.0,567.0,2007.0,NO-FENCE,0.0,PConc,HLS,StoneBr,GasA,Gable,0.0
112000,4.0,960,672.0,0.0,1.0,8926.0,288.0,1956.0,MnPrv,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
248900,8.0,1646,1638.0,0.0,3.0,10656.0,870.0,2006.0,NO-FENCE,0.0,PConc,HLS,Timber,GasA,Gable,0.0
134500,5.0,999,925.0,0.0,1.0,10205.0,300.0,1962.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
79500,5.0,935,742.0,0.0,1.0,9100.0,308.0,1930.0,NO-FENCE,0.0,BrkTil,Lvl,BrkSide,GasA,Gable,0.0
320000,7.0,2462,1392.0,1070.0,2.0,19378.0,576.0,2005.0,NO-FENCE,0.0,PConc,HLS,Gilbert,GasA,Gable,0.0
158000,6.0,1302,1302.0,0.0,1.0,9350.0,309.0,1964.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
140000,5.0,936,936.0,0.0,2.0,7200.0,672.0,1980.0,NO-FENCE,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
136500,5.0,864,864.0,0.0,1.0,7000.0,336.0,1978.0,GdWo,0.0,CBlock,Lvl,CollgCr,GasA,Gable,0.0
107500,5.0,1347,1117.0,527.0,0.0,7000.0,0.0,1910.0,NO-FENCE,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
145000,5.0,990,990.0,0.0,2.0,9245.0,672.0,1994.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
200500,5.0,3086,1598.0,971.0,0.0,18030.0,0.0,1946.0,MnPrv,0.0,CBlock,Bnk,ClearCr,GasA,Gable,0.0
185000,7.0,1337,1337.0,0.0,2.0,8450.0,531.0,2003.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
105000,3.0,1214,672.0,520.0,3.0,10410.0,936.0,1915.0,MnPrv,0.0,PConc,Lvl,OldTown,GasA,Gable,0.0
202665,7.0,1368,1368.0,0.0,2.0,6792.0,474.0,2005.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
186000,6.0,1212,1212.0,0.0,2.0,10420.0,460.0,2009.0,NO-FENCE,0.0,PConc,Lvl,Edwards,GasA,Gable,0.0
136000,6.0,1080,1080.0,0.0,1.0,9464.0,288.0,1958.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
200500,6.0,1682,804.0,878.0,2.0,8750.0,523.0,1998.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
190000,6.0,1574,796.0,784.0,2.0,18800.0,566.0,1976.0,NO-FENCE,0.0,PConc,Lvl,NWAmes,GasA,Gable,0.0
187500,6.0,1498,691.0,807.0,2.0,13031.0,409.0,1995.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
200000,7.0,1861,916.0,941.0,2.0,13450.0,492.0,2002.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
172500,7.0,1258,1258.0,0.0,3.0,3922.0,648.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Blmngtn,GasA,Gable,0.0
157000,6.0,1253,1253.0,0.0,1.0,10920.0,352.0,1960.0,GdWo,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
213000,7.0,1484,1473.0,0.0,2.0,8400.0,606.0,2004.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
185000,6.0,1674,1163.0,511.0,2.0,21780.0,396.0,1918.0,NO-FENCE,0.0,BrkTil,Lvl,Edwards,GasA,Gable,0.0
124500,4.0,864,864.0,0.0,2.0,8120.0,463.0,1970.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
162900,5.0,1573,1078.0,445.0,2.0,6240.0,360.0,1930.0,NO-FENCE,0.0,PConc,Lvl,BrkSide,GasA,Gable,0.0
260000,7.0,1734,1734.0,0.0,2.0,11645.0,660.0,2005.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
198500,7.0,1922,0.0,1427.0,2.0,7301.0,672.0,2003.0,NO-FENCE,0.0,Slab,Lvl,Edwards,GasA,Gable,0.0
120000,5.0,1340,0.0,0.0,1.0,9060.0,252.0,1957.0,MnPrv,0.0,PConc,Lvl,Edwards,GasA,Hip,0.0
159500,6.0,1426,690.0,728.0,2.0,7950.0,440.0,1977.0,MnPrv,0.0,CBlock,Bnk,Edwards,GasA,Hip,0.0
105900,6.0,720,624.0,0.0,2.0,8520.0,484.0,1928.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
260000,8.0,2417,1288.0,1116.0,2.0,16059.0,462.0,1991.0,NO-FENCE,0.0,CBlock,Lvl,NoRidge,GasA,Hip,0.0
143000,5.0,1362,796.0,566.0,2.0,14115.0,480.0,1993.0,MnPrv,0.0,Wood,Lvl,Mitchel,GasA,Gable,0.0
106500,4.0,951,951.0,0.0,1.0,8765.0,327.0,1936.0,NO-FENCE,0.0,BrkTil,Lvl,IDOTRR,GasA,Gable,0.0
178900,6.0,1484,783.0,701.0,2.0,10237.0,393.0,2005.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
127000,6.0,1355,684.0,582.0,0.0,6882.0,0.0,1914.0,NO-FENCE,0.0,PConc,Lvl,IDOTRR,GasA,Gable,0.0
90350,5.0,694,440.0,0.0,1.0,4280.0,352.0,1913.0,MnPrv,0.0,PConc,Lvl,Crawfor,GasA,Gable,0.0
118500,4.0,1029,1029.0,0.0,1.0,7943.0,261.0,1961.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
190000,6.0,1993,825.0,896.0,2.0,14803.0,495.0,1971.0,GdWo,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
119900,5.0,1118,793.0,325.0,2.0,7800.0,410.0,1939.0,MnPrv,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
183900,7.0,1452,691.0,739.0,2.0,3735.0,506.0,1999.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Hip,0.0
155000,6.0,1548,804.0,744.0,2.0,2308.0,440.0,1976.0,NO-FENCE,0.0,CBlock,Lvl,NPkVill,GasA,Gable,0.0
386250,10.0,2392,2392.0,0.0,3.0,13472.0,968.0,2003.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
133000,5.0,1040,1040.0,0.0,1.0,7500.0,308.0,1963.0,MnPrv,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
193500,6.0,2142,896.0,960.0,1.0,13000.0,509.0,1968.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
270000,8.0,1959,1088.0,871.0,3.0,9000.0,1025.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
141000,7.0,1080,1080.0,0.0,0.0,7500.0,0.0,2004.0,NO-FENCE,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
146000,7.0,1392,689.0,689.0,2.0,3604.0,540.0,2007.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
128500,5.0,988,988.0,0.0,2.0,9945.0,572.0,1961.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Hip,0.0
176000,7.0,1978,832.0,880.0,2.0,9900.0,486.0,1968.0,GdPrv,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
214000,7.0,1588,1588.0,0.0,2.0,10264.0,472.0,1999.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
222000,7.0,1478,1470.0,0.0,2.0,4403.0,484.0,2009.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
415298,9.0,2121,2121.0,0.0,3.0,14450.0,732.0,2006.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
187750,7.0,1301,1293.0,0.0,2.0,7200.0,572.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
199900,7.0,1241,1241.0,0.0,2.0,4274.0,569.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
180000,6.0,1523,1193.0,0.0,2.0,11361.0,478.0,1976.0,MnPrv,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
206300,7.0,1344,1344.0,0.0,4.0,7060.0,784.0,1997.0,NO-FENCE,0.0,PConc,Lvl,Mitchel,GasA,Gable,0.0
194000,7.0,1240,1240.0,0.0,3.0,,826.0,2006.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
142953,5.0,2240,0.0,1120.0,2.0,7018.0,528.0,1979.0,NO-FENCE,0.0,Slab,Lvl,SawyerW,GasA,Gable,0.0
182900,6.0,1440,1440.0,0.0,2.0,12546.0,467.0,1981.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
116050,4.0,864,864.0,0.0,1.0,9353.0,280.0,1970.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
213250,7.0,1680,1650.0,,2.0,10140.0,583.0,1998.0,NO-FENCE,0.0,PConc,Lvl,NWAmes,GasA,Hip,0.0
139500,6.0,1489,778.0,545.0,1.0,9900.0,240.0,1940.0,GdWo,0.0,BrkTil,Lvl,SWISU,GasA,Gable,0.0
179000,7.0,1349,1349.0,0.0,2.0,8450.0,539.0,2000.0,GdPrv,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
107900,4.0,901,901.0,0.0,1.0,6000.0,281.0,1954.0,NO-FENCE,0.0,CBlock,Lvl,OldTown,GasA,Gable,0.0
175900,6.0,1603,761.0,793.0,2.0,7153.0,484.0,1992.0,NO-FENCE,0.0,PConc,Lvl,SawyerW,GasA,Gable,0.0
158500,6.0,1152,1092.0,0.0,1.0,14000.0,300.0,1950.0,GdPrv,0.0,CBlock,Lvl,Crawfor,GasA,Gable,0.0
145000,5.0,1072,547.0,0.0,2.0,3675.0,525.0,2005.0,NO-FENCE,0.0,PConc,Lvl,Edwards,GasA,Gable,0.0
217000,6.0,2259,1809.0,0.0,2.0,21000.0,450.0,1953.0,MnPrv,0.0,CBlock,Bnk,Crawfor,GasA,Hip,0.0
150500,5.0,1040,1040.0,0.0,2.0,8800.0,484.0,1977.0,NO-FENCE,0.0,CBlock,Lvl,CollgCr,GasA,Gable,0.0
108959,4.0,1258,1198.0,0.0,2.0,12900.0,400.0,1969.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
165600,6.0,1501,697.0,804.0,2.0,7685.0,420.0,1993.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
201000,8.0,1466,1466.0,0.0,3.0,8925.0,610.0,2007.0,NO-FENCE,0.0,PConc,HLS,Timber,GasA,Gable,0.0
145500,5.0,1053,1053.0,0.0,1.0,10007.0,312.0,1959.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
319900,9.0,1752,1752.0,0.0,2.0,7658.0,576.0,2005.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
215000,7.0,1494,1482.0,0.0,2.0,16196.0,514.0,1998.0,NO-FENCE,0.0,PConc,Low,SawyerW,GasA,Gable,0.0
180500,6.0,1425,1425.0,0.0,2.0,10175.0,576.0,1964.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
367294,9.0,1702,1702.0,0.0,3.0,8769.0,1052.0,2008.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Hip,0.0
239000,9.0,1800,1800.0,0.0,2.0,11923.0,702.0,2007.0,NO-FENCE,0.0,PConc,Lvl,CollgCr,GasA,Gable,0.0
145900,5.0,2200,1272.0,928.0,0.0,8777.0,0.0,1900.0,GdPrv,0.0,CBlock,Lvl,Edwards,GasA,Gable,0.0
161000,8.0,1666,588.0,833.0,1.0,5100.0,228.0,1925.0,MnPrv,0.0,PConc,Lvl,OldTown,GasA,Hip,0.0
250000,7.0,2784,1392.0,1392.0,2.0,16692.0,564.0,1978.0,MnPrv,519.0,CBlock,Lvl,NWAmes,GasA,Gable,1.0
89471,4.0,1131,907.0,0.0,2.0,5925.0,672.0,1937.0,MnPrv,0.0,BrkTil,Bnk,OldTown,GasA,Hip,0.0
230000,8.0,1517,792.0,725.0,2.0,11435.0,400.0,1929.0,NO-FENCE,0.0,PConc,HLS,Crawfor,GasA,Gable,0.0
147000,5.0,1120,1120.0,0.0,0.0,8402.0,0.0,2007.0,NO-FENCE,0.0,PConc,Lvl,Mitchel,GasA,Gable,0.0
163900,7.0,1482,384.0,670.0,2.0,9125.0,392.0,1992.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
97000,4.0,864,864.0,0.0,2.0,10500.0,576.0,1971.0,NO-FENCE,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
142000,5.0,1188,1188.0,0.0,2.0,12160.0,531.0,1959.0,MnPrv,0.0,CBlock,Lvl,NAmes,GasA,Hip,0.0
197000,7.0,1576,770.0,798.0,2.0,8125.0,614.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
129000,4.0,960,960.0,0.0,2.0,9873.0,576.0,1970.0,NO-FENCE,0.0,CBlock,Lvl,BrkSide,GasW,Gable,0.0
232000,8.0,1574,1574.0,0.0,3.0,11957.0,824.0,2006.0,NO-FENCE,0.0,PConc,Lvl,Somerst,GasA,Gable,0.0
115000,5.0,1517,793.0,520.0,0.0,8500.0,0.0,1919.0,NO-FENCE,0.0,CBlock,Lvl,IDOTRR,GasW,Gable,0.0
175000,5.0,1464,520.0,0.0,2.0,12886.0,480.0,1963.0,NO-FENCE,0.0,CBlock,Lvl,Sawyer,GasA,Gable,0.0
265000,7.0,2344,1264.0,1067.0,3.0,10208.0,889.0,1996.0,NO-FENCE,0.0,PConc,Lvl,NoRidge,GasA,Gable,0.0
207000,7.0,1358,1358.0,0.0,2.0,8198.0,484.0,2004.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
181000,6.0,1690,924.0,742.0,2.0,8063.0,463.0,2000.0,NO-FENCE,0.0,PConc,Lvl,Gilbert,GasA,Gable,0.0
176000,6.0,1382,1362.0,0.0,2.0,19296.0,884.0,1962.0,GdWo,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
171000,6.0,1564,650.0,676.0,2.0,8400.0,476.0,1980.0,MnPrv,0.0,CBlock,Lvl,SawyerW,GasA,Gable,0.0
196000,6.0,1306,1306.0,0.0,2.0,5381.0,624.0,2005.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
176000,6.0,1137,1112.0,0.0,2.0,13811.0,551.0,1987.0,NO-FENCE,0.0,CBlock,Lvl,Timber,GasA,Gable,0.0
113000,5.0,988,988.0,0.0,2.0,21750.0,520.0,1954.0,NO-FENCE,0.0,CBlock,HLS,Mitchel,GasA,Hip,0.0
139000,5.0,1109,372.0,533.0,1.0,10500.0,288.0,1971.0,GdWo,0.0,CBlock,Lvl,NAmes,GasA,Gambrel,0.0
135000,5.0,1134,1010.0,0.0,1.0,7000.0,254.0,1960.0,MnWw,0.0,CBlock,Lvl,NAmes,GasA,Gable,0.0
240000,6.0,2614,1522.0,1066.0,2.0,10800.0,624.0,1974.0,NO-FENCE,0.0,CBlock,Lvl,NWAmes,GasA,Gable,0.0
112000,6.0,1310,617.0,445.0,1.0,7000.0,398.0,1924.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
134000,6.0,1080,1084.0,0.0,2.0,9187.0,484.0,1983.0,NO-FENCE,0.0,PConc,Bnk,Mitchel,GasA,Gable,0.0
316600,8.0,2132,1496.0,636.0,2.0,12327.0,612.0,1983.0,NO-FENCE,0.0,CBlock,Low,SawyerW,GasA,Gable,0.0
170000,7.0,1920,570.0,698.0,2.0,10192.0,487.0,1968.0,GdPrv,0.0,CBlock,Lvl,NWAmes,GasA,,0.0
116000,6.0,1118,648.0,384.0,2.0,4400.0,440.0,1920.0,NO-FENCE,0.0,BrkTil,Lvl,OldTown,GasA,Gable,0.0
306000,8.0,1704,1704.0,0.0,3.0,11478.0,772.0,2007.0,NO-FENCE,0.0,PConc,Lvl,NridgHt,GasA,Gable,0.0
