temperatura,tempo,concentrazione
32.22954120285404,32.76746358309928,46.311822479219444
25.997333366777646,26.593690818415595,39.50262725411211
34.23596962291411,36.593308359095275,48.18439886598717
33.11703950189985,32.861436426655246,45.6439079770282
30.995767398323526,26.054888061975348,42.50530901990913
29.049182310657116,32.25234022759666,44.68364819451927
29.09015646798119,23.865933883913684,42.84568385783703
32.36858714017338,24.691030793886945,42.70172240409255
29.74347149854308,30.873179722758696,43.115267649089205
32.89090055365718,26.64625322680011,46.09129685847164
31.282303971415562,23.16745959696611,43.90839717137989
26.982587935418255,26.705945631851822,41.737135608622
27.918384262151086,26.10033095514303,39.41311537861198
35.0689557224455,31.325640387201922,48.00507832542309
27.25861297881398,32.08029055385409,42.30425107118808
28.389464964446418,28.59163761186576,42.51196239212688
31.722997645358063,29.00585368138608,43.8857748487213
30.339653745162195,40.008589856605106,48.39512232715994
30.929597414956245,33.080615949327495,45.1947219649412
31.74567088023118,24.682807374777894,45.43567092698581
30.046058716142845,20.486471697605708,40.781332777645574
30.16660673419368,23.210468455753286,42.4584164768159
32.50172797269293,34.39706004245648,45.66928855317619
31.689603772930088,24.774009231204495,43.666708799516734
30.28572039603602,30.96312056756591,43.992600918002516
26.578356285885647,38.59815165789327,42.8699150454437
33.06969975171842,32.781718527340146,45.98310999612681
30.023457524597454,38.34936940602567,46.77692430713289
29.001322130764496,26.900805327074995,42.73025644292072
33.61158724888296,28.652329670774765,43.72715402361863
32.14499833696549,28.113872921887413,45.02438480861682
31.27733246644847,27.918424666429342,45.54685806907931
28.42110176626328,31.120312414790916,44.04076226820623
30.679728370092256,29.76846134726196,44.86717705358599
30.137621111643345,26.881517621586024,44.05944712579844
29.76969963535165,22.941455930317087,42.59233780547194
27.347131772652137,31.797887132598433,42.24533553923369
32.7516305137039,34.0462108957425,48.96949738633786
26.65247733503347,29.51659657382913,42.84724674439824
26.862175879565655,31.320266899813415,43.04896949422285
31.691328098468986,28.52169067888834,45.71277837642003
27.81343020009647,26.993367655649887,41.73920424502061
30.294053298846286,34.86768402804083,44.12699663867823
29.218494554452672,32.0622494001962,46.212287706545936
27.78251140047351,35.24228358034583,44.00963962803858
26.12119014822672,30.417765341479885,41.85129858206029
28.49019611554607,20.483513965985452,41.34477445026925
29.404027195643177,28.535511458992186,43.40793161876298
31.288191856892425,25.722670258033954,43.45468434886518
32.17619897737164,26.464203353486297,42.06742829978745
30.757802771669898,27.585942509736842,43.29474934716134
34.20619644459723,27.516577021343938,44.41812547270899
27.029427077339275,24.87815784587986,41.28377969444664
32.30248230569575,23.886774832568364,42.88607571252834
29.53925059397124,31.394097132218295,43.46915836483706
33.07092924863301,34.738032423758405,46.5879051229286
31.888944018199563,26.730995626749195,43.076526293104905
30.145895538071244,21.899881142308736,41.05439494083626
31.679207676286016,28.549853656280888,44.269099022765566
28.33531718820698,38.62263921205522,46.443811995150874
32.17374820294575,30.256504418067873,45.565445299015366
27.87546481793273,25.674405128985484,41.10293153694027
27.161179459075157,35.01130127350334,41.71775597668856
31.985740916222113,29.914928861736218,44.608566679589465
27.130713808048156,31.3318021270896,42.52222974085097
28.828521089125445,25.88103408339395,42.60455626751731
29.69038050233896,29.56315983400929,44.65851324798139
29.191954451323067,31.814039752219003,44.37807649719601
33.06017930204108,28.506059920897044,44.23923231651403
29.514383590588775,32.06029524348715,44.938578650968026
29.549257930532264,29.89209511676288,43.30670834794018
30.21410447057997,18.1537006413132,39.16376197328154
32.70750821653407,25.544985473605028,43.50653605749032
30.34878577847534,25.833606075006358,43.94162503658309
32.03615755127718,29.175033889554932,44.44531489970663
28.582262221358818,27.09851066321353,43.165289444098704
30.80316817097972,29.671126710396692,45.364395530039126
33.86318894720146,29.59481604625287,44.778451286779266
30.447498419413026,25.828461083009046,43.26072383814945
29.426153627243867,26.68461060979189,44.24235919602514
30.01094098368734,30.939883860987216,42.7354939663236
29.67678154334895,20.075303338686552,41.811653183326406
32.098387864457884,27.233425334775013,45.39041650763818
30.792461101162168,35.94925996188864,45.98894399850392
30.471052552140108,30.28604628041684,45.66175318316558
30.3953910083611,26.963374174790236,43.43182522591831
29.667209803941414,36.25674362812486,45.24397642026451
29.95589380229684,28.729954896454174,42.208023270175374
29.823312896381516,30.915489897171316,43.80056566894787
29.26271522369728,25.57068049420324,43.01250156466359
32.068834335657,25.22975881484356,44.333646840964335
28.823362113432008,26.13012300168952,43.53119222506251
29.590351990521423,27.871235611073555,42.663305712305416
29.23209072245042,27.529969783756343,42.31428208594092
30.751100130903286,36.03640654393759,47.27762300501018
31.35778813551272,27.732367612878104,43.564463549881395
32.666493541770826,34.67082441206697,45.731594360086106
25.49821255183594,33.59549395520143,42.652206965189166
29.226349161784213,23.80237946895029,42.011536181530595
30.154265575973355,24.629173711151196,42.03771023352184
28.12129618874913,31.830357049119435,44.4153938795348
28.954286356384955,31.408166483610287,44.80907879204992
32.204101912765815,29.814531288969494,44.12647039554072
29.810120189681445,34.201156071759314,43.23708755536724
31.74513975757959,24.265213328578653,41.885818194028495
28.59246303826935,34.311191673368235,44.89877248231465
31.070486587888723,27.34616753802947,43.66432665594627
30.172147984757498,38.15609566669357,46.05957468099674
32.63891050170876,26.18663322709419,45.70944661405999
27.146541275331412,31.29624840670891,42.817472684211864
32.04629086937109,26.275867757686804,44.0655663090448
31.548854331837585,27.43523597550045,43.00751224993627
34.565179939711555,28.093794922707737,45.60801083255412
31.8408363152794,34.53186853604818,46.959164110612804
30.036686338068364,28.322668888020036,43.18928336394383
28.298968180689585,35.38310476638897,44.78061040772655
33.68334471111082,31.13423204973733,46.44935043652918
28.96967542229346,28.96842549642816,43.28734575853709
31.38278909014189,29.756866683331094,44.03394757452135
30.873812780253044,29.175448242367537,44.44286756712893
26.551420289699383,33.424871161212295,43.223477154110746
25.814338629039554,28.022881192351697,42.31739176616126
30.36061278962633,24.763432384538234,42.66918818598382
27.640557081212542,27.553965185689876,43.47042703417108
29.818075023336238,31.661129336249427,44.564125510208555
30.66916641132229,27.535899680172705,43.4300641939381
29.62948981319082,24.76136788573195,43.02484987772069
28.623946518187076,33.777032299439696,43.60555852972359
28.25311387022916,34.44681717359127,44.11692227026467
27.88014241461785,33.03520281918871,44.65231130220175
29.872983716733877,27.143369635634727,42.72342031620782
32.70008135647687,30.620168616767963,46.03082902317374
26.40018956875433,23.668704418731735,41.00888068456734
30.753991179062382,26.58977265975827,42.69982255963462
28.328111573551205,26.675528695357126,43.03594519951301
31.408409698684444,27.416416082050517,42.16108115417439
32.77484451772746,27.175608832670473,44.177368752681225
32.12595128118265,39.597366812760676,48.82563932742081
27.437781909381457,28.791074847651707,42.41382679572144
30.18766457012623,19.85472587487442,40.40732595508539
31.40109029023204,35.84701061659328,47.70894713221572
31.240910347769233,27.114003752922724,42.54896502909713
28.373617475251375,24.036665383110584,41.248717362727675
32.048267795505275,23.280872176766284,43.17438846514102
36.396159613303595,26.00440468694117,46.25533511968028
32.55634717340872,28.18819000291946,45.071881131785716
29.425649938107814,26.488670953603318,43.411168480456894
29.791244108615697,33.077352637328595,43.73009770825455
31.018590588007882,23.480861656202816,39.48389963265923
30.649890957916362,22.950841229135182,41.25850059342787
30.639116319245513,27.01554034781669,42.10444371799523
30.703076454986963,23.651938288240544,41.742040810762504
28.949982027065122,27.798442595620106,41.44651860755509
29.16460873959793,27.918400009784868,43.86910027795884
30.011870095752418,33.960232751358426,43.695214744539285
29.95662390047793,35.85037891776648,47.52444875237214
27.683936880493455,32.356605165531015,42.92475017634223
28.87164127810084,23.866231261545945,40.73511390296646
33.59415199190692,28.03336053044064,44.46805335178583
27.706805192884232,18.741327411717403,38.81642533442278
32.37655111647694,29.89541346696982,45.07866897535569
29.23850307822841,25.201021784124954,41.243848960222024
32.41353862301038,28.872829358284136,42.24330775496753
27.83510545001096,35.86677763747026,44.66737106814159
29.16550682376607,30.3765848931441,44.66018616177932
28.40268947889802,38.80833620586912,46.011554637331926
30.077138678702667,29.450302430550895,44.916381330716845
28.750705011449213,28.51875220526025,43.20040133978239
28.495869660136986,27.544904770806017,43.72526736125644
32.51000352281822,29.102644949380043,45.32134120857894
28.36396349550223,26.364021119904375,41.400347889301564
30.56945464236311,29.210378267362575,43.17728971623245
30.3046986306759,31.165649472864978,43.879476803533784
30.29812113929504,26.087475215936973,43.18657503159974
28.96396349641793,28.542003819405135,40.711681667667
28.063195072320767,27.31653754349976,41.83009528557457
30.829603461640627,31.67617670598325,44.59223847401855
28.00676838949029,31.582241647588404,43.27769213131176
31.264268988502167,32.593084938611,45.94787189502844
28.74856817713484,27.298109097217317,43.37615026216157
32.4797940219817,27.793466644744612,44.856513957251984
31.136912498485422,28.51407335249731,43.93252103775148
30.87195613980442,32.504227351665165,43.80940686751617
30.337486960845553,30.076250830442266,44.19001854278766
31.59251791311598,33.06247412519147,43.615869928759516
30.212969408041356,34.00970804148133,43.991178918642696
31.73239275351315,29.720472217638523,44.66518612930055
30.03564788148887,26.686076008149506,42.28219856310297
30.095100588565565,26.313566787640237,42.54755019694526
30.209323706832564,28.124832377701296,40.986507509020804
29.87648492753697,32.79332810435047,44.909297853531314
27.48158332175928,30.566677542747396,42.16955228042098
30.74426344221129,20.185246573438125,41.53030648987874
26.97706120867904,33.658747507279756,42.974037390661394
29.552707259661616,20.22451762330817,42.34883022313298
31.66094362870739,23.32608657598169,42.018131655758225
29.25149853187267,27.48099787493576,43.11269923928016
29.955369493469192,29.87125839288956,43.60144627699182
30.12534453408001,24.578337853708597,40.486168481777426
32.428885902748895,29.690892791517268,45.77387653228212
26.50793595175618,29.757014683762012,42.02804259285347
23.360930343080906,27.306465956577608,41.169609469661154
28.610440530926592,39.20149871308698,44.113104238038495
27.894583090501396,33.33142816597151,45.05959286352331
28.34693824947868,28.053841468987336,43.775397005882894
30.47451136754437,31.566932375622034,46.70353411952508
30.791632430649,33.97305512741758,44.49382957387793
27.113895313668905,33.37459810097754,42.956054070609575
30.091561104872977,34.313939277761406,45.79697888339689
27.075048995993043,34.32598537271781,43.90947299308203
30.530829288263586,37.43199140158803,47.20464733534996
29.198669271701185,32.70964450851836,44.94623087866742
30.203789440315777,22.890192246510647,43.23370058990419
29.08290243636211,37.52416439955555,47.149725767564775
29.10751753579785,32.69613486972112,42.44779985564345
30.938863306444393,27.374735364085055,44.58033673147077
27.37742610746122,29.69374776110904,43.01079143606743
30.830959007429854,34.13757268762444,46.66604782613481
31.999891705663817,33.985425101482306,45.988593627845155
31.384900131288106,28.06275230251929,44.53867112332558
31.31892553889432,33.273169649000955,45.52064066719458
30.094205955267714,27.306711981452736,43.85819968080478
29.792138685905986,27.645764997864724,44.70323071459995
29.23955390661678,27.673784284422073,42.69122503810477
26.92870279987138,31.320993598568617,44.33347270220613
31.795739062315736,28.643137279961962,44.14198687934222
27.605953681930835,29.089731126981487,44.14301537878002
29.810156019427666,24.841734642686358,43.92208526928812
31.029413046470268,34.26118859403006,44.95659775984297
28.676982678628924,26.59508605544636,42.105959872666176
30.015458044801505,21.701884336965477,42.51574589785325
27.611719960800936,35.33631255173245,46.66326132862889
27.280443243607316,20.196774431670953,40.745392576592614
28.855840683583015,31.99297618287861,44.64173301935221
27.564066156178335,31.652193222767377,44.075407767326894
32.29313130425765,29.520325085296005,46.24537241002754
31.11757079669944,37.61890719945012,45.48407005310055
28.578311958938087,31.43329571634333,44.589282161454705
31.46371467622507,29.631432646247966,45.042195322985094
29.351925778676236,25.093996716190713,42.874253053580794
31.860354976245883,27.282916618239277,46.27993503849264
32.66877366053877,28.2597961039235,43.80840744795664
26.943977555922018,34.59129696967322,44.47567278397228
32.4081322225383,23.5066520074772,43.40675364701029
30.126601625103234,28.18696371780513,43.39920094221726
30.92504945193224,24.745560967143874,43.013807910157134
26.563049659508632,28.4228511910352,44.03008048717307
26.882378743358135,28.725587567096056,42.379545244728256
30.866075901537634,24.437448760828936,42.67373821173759
31.67390258138033,23.952112689643677,41.10779271832745
26.439785718579113,35.27462203804161,43.895837723800675
32.42605810497202,26.84804804804284,44.609145682644616
27.898281515797837,28.992952838444747,42.11503629035322
27.70527856028975,29.475828211424137,43.186314611151744
31.259901112176486,31.021935187737267,45.68124955102935
29.131804000831572,33.58770352366656,42.79452214782177
31.215219706090263,30.4001559959855,44.832049391172774
30.021131233006834,34.19751384161409,46.378619200601094
31.118109036641485,22.838442096483035,39.84951470614365
33.14071147781893,20.234803212267032,40.74992708906329
29.758918989133125,31.291569045875537,44.81899532859029
31.5804609864361,28.229807058632826,43.15987852317718
30.271673003313182,33.4721792848824,45.938501124319586
28.35466407852326,33.27006107236231,44.83311700686832
27.957396624469585,24.61300848599027,41.247088599729985
31.41552744809878,27.2064808497897,46.75188135156975
31.754810945524543,27.866569658708006,44.35335192309515
31.262026641101865,34.24542492863917,45.80624407480087
28.626067068782174,24.362808512223218,41.24242669494975
31.597642519977345,30.24403622919767,45.6396356453551
28.82165310506374,28.936924625329574,41.78887253867687
26.40137573950005,30.920076282265857,41.503294796969605
27.306910140557303,23.18216208588546,40.31476920773719
32.80063937838934,22.14320560677682,42.66268934698886
29.304649136993042,29.818334218302248,43.00420418448432
31.2491811685386,30.675935166666243,45.41839615021725
28.265830922461948,22.379790763972924,40.681465593564184
31.633683025677374,26.886590814104114,43.22901400439309
33.50999176305484,38.91426094899728,48.62268304575478
29.70321595948397,26.231088711236577,42.75527143016981
30.369732415078882,32.12719225954072,45.176072718806196
27.490454108501616,21.658721121609375,40.89916788068911
29.011424845689113,28.889875677008742,44.26316340953655
29.2797528148192,26.386519051665214,43.04868846499537
29.010308491580506,31.395750813755516,44.6519413555224
32.45864772231895,28.189580428097653,43.722330196094106
32.72978154732665,19.754932881514303,43.71179770841741
29.182215913509275,28.721372370223303,42.93552748849079
28.465957862131386,25.7354795112458,42.05055280904823
28.84864038149699,33.69954304583529,45.362670204194785
33.5145773634249,32.80486679640153,46.222113404418295
30.422821769409644,41.577891674044,47.906321543452734
29.39031212875136,27.298558765184307,43.82336837643566
30.598266254021887,34.46933485942594,46.83730381848645
30.727529954280936,18.734482847319107,42.18741863245349
26.169101050163942,29.582377379230433,43.31009440288138
28.60870504669144,22.266155738986505,40.94823793880641
30.457600768067415,20.37732963038979,41.64903910555775
31.67029281061036,23.47529618648843,43.75878972676044
29.58006090635633,37.2651419885166,47.71555293041487
30.233361806335093,28.08484695035891,42.12683913317341
27.317507261335436,29.830852729097366,42.627281348079386
30.743319960094702,20.472897170820012,40.966319314421554
28.773066338955953,22.5650425962332,43.173288887031816
29.87784099605103,20.657662270140708,41.7148692238235
30.99798060967249,26.560102104241782,43.14555293198618
30.35139750880009,28.895534508436327,44.49212939354864
33.63009307304307,25.26763034705078,44.44487552911931
32.435182978893785,25.776775419177046,44.16754686728659
34.063856768233464,26.894925089358168,44.32697310918996
33.39966239052856,25.16736688900533,45.107919680114186
31.285529103829777,33.65434989543416,45.62307859981637
30.051462511780596,27.20389013854857,43.188854374106825
29.343189579150675,17.196403991174968,39.13662367922838
30.115398221980115,35.643631280958154,45.41291327215622
27.887052933420396,31.814207208183443,42.78642541760935
28.467095861119255,25.122923773849564,41.974711652241325
26.098257723808658,32.3482211565677,42.718898654838746
29.877199373692502,28.990981860938902,43.145362623324566
30.157171681841014,31.68287763333186,43.242206568039144
33.33619878692259,33.38952439257921,48.05888197312667
30.799512546592403,32.585434942268606,45.401733367493435
32.62924348526261,26.223635942741684,44.02642635267984
32.47014076956641,27.32443229779236,45.80217388026512
28.220879633471608,23.335292582867606,40.327255029960774
31.20419198773333,21.59641796316744,41.44488172279989
30.12426326483071,29.072150371798802,42.64850198964371
30.870963573436864,32.030914045701174,46.78004376900822
32.24551756787863,29.81233314018982,44.07197399594883
27.592177737320938,25.90272119472319,42.37874762852655
30.878334949092984,28.75783237588308,42.96162354972662
27.044795105281935,37.70585875042272,43.17415914777135
33.95166353280951,33.79398747648873,48.95095419044192
30.971756395341057,28.93630112789632,44.607942146882415
26.700137084997444,27.124092095436318,41.633504543590696
31.496228715245763,21.944110631695175,41.48706208154611
29.868572580841846,28.0852444717619,41.97927827305039
29.36268583458929,29.161112667081238,42.17251916697818
27.79694877466546,31.75528485707726,43.97573218566075
30.915446037071977,32.53165216869549,44.44380942661767
29.177389648163523,24.2552415783068,39.76957739156001
30.596860360294574,29.986442722428233,45.02201287017543
30.903326618815832,24.97409189117489,42.662122349563695
31.587258179851688,32.33904355309532,46.28332083606064
29.693547390346794,37.05682394015696,47.25123497217083
33.65098992310536,28.184247193913123,46.303676363142856
29.9236225999717,27.43688882003622,41.9247188905874
28.779677684526117,33.61429600388922,44.26928901301772
28.832051578932305,24.97724051029513,42.24933141272797
29.968662006666353,28.929762173658712,43.721811400063196
30.27638039520573,24.118381075356076,41.91148771464716
27.94945856075887,23.51913411388911,40.746143701027556
31.394436841093977,21.06465707828205,41.79940808507519
32.638671472843086,29.98837861062159,44.266357313418546
28.38730564959077,31.29529042514283,43.50467304314991
34.225643092474385,29.644874450368413,45.87870514394422
32.94201294094177,24.53528663887999,43.43459429495381
29.726603873290575,22.606068207218392,42.44544295439452
28.287730970756204,30.614854585594514,42.80920644154241
27.421891256692675,23.348240105340704,41.173231143514315
28.902130892096714,31.58603430661478,44.627012870744686
30.535283569604857,36.68467428966927,47.6786022933976
30.219802953837714,31.22864970816769,44.106547565857774
26.58697645675699,25.704012830017984,40.66043560712211
30.23011485605102,30.648148130884195,46.609188837579204
28.359419011691347,26.445491940072397,43.188828738240026
29.442733404842993,26.736418535226427,42.458574701094555
27.29406036031342,27.580569463648263,41.101716154092344
30.046125646585484,23.552403760893583,41.49105680969042
29.154230683265762,30.502588796292777,42.519034544419796
27.95748461392606,19.717381498191394,40.01748067815368
30.01935434891142,21.9954797740137,42.1998161255623
30.741149141878072,25.65114623437472,42.64893317534699
32.90419764761046,33.27551700238036,45.53422914541275
28.730834697304577,25.760148445455247,41.372240030223026
29.927858064589326,33.3055953689627,42.850173926906194
33.66378888592477,25.730578291177636,44.75458066262416
31.65001176184573,26.75248250760569,45.86220445555663
30.113067896358714,32.22103413798945,44.2687990133257
29.700300940408745,27.29304466575411,41.00280804840059
30.337223079522754,36.07145726064772,45.650700749954815
34.167744215369076,29.05567569736486,45.60965054812943
26.66985326901308,25.69839216780676,41.72635506328797
29.60774416151904,20.463605177137552,41.96269062960435
30.12920833674058,23.12781385433346,40.37556617602354
31.640960706421332,32.85189244761053,45.234934571427075
30.466070867364035,38.28569392507278,49.57879863208482
30.677900636083564,31.214029061825023,41.89830699747052
28.95410334106128,28.464266279715503,42.402991108336835
27.849645094414694,27.858273993396363,41.8057356485045
28.739263462650694,34.356417991101935,47.44899133998643
25.91802798439868,28.804434350495853,40.42370535532714
31.134360306003266,21.39401798398803,42.45403029891888
29.696314291444697,33.55280907910392,45.18237588714783
31.347336008752848,25.18904249696095,44.00093475724994
34.01805513793378,23.106272413058022,44.181723225738615
30.87993170975421,24.30121734815734,44.2899935350306
28.807281317048133,25.13152550162105,42.915891466768336
26.95180375233576,28.295403018048063,41.16767851888719
29.85303241982176,23.035938976693064,43.5453026885764
33.69842574846168,29.89752198301407,45.47459999978406
25.586791480346086,31.630175636637148,41.252194990102566
29.903587987045015,23.038754715688377,41.85304220554998
30.493024223262356,31.847548713779737,45.81478358654269
29.868700668352048,29.463228781569413,42.982183552647506
29.672642006303715,31.399387808748475,44.56808104692301
29.902248864863108,32.81575428233786,46.2249162324297
31.499618106514976,21.76651002614556,42.44481806814694
32.15322775265758,23.98827236997282,44.20550176802895
30.988091430928336,29.240226982696793,45.46226783740823
31.710821422938633,29.887630158509555,43.43755754057135
27.680255413430647,30.660463307777402,43.15275322487713
31.52377673212903,31.66796473093671,44.66038731054747
30.796364488584917,25.198395796849233,43.22270716739552
31.42174353958129,24.82957871026875,43.97090067117738
28.13450674695903,27.75044421666127,42.5662488048722
32.7579246310731,25.00776401115685,44.2960801604209
31.156047328779856,32.342077569166996,45.29602126437088
31.121526298539663,34.37593995751506,46.90873748232235
30.447516638503025,24.34951256161282,43.62990726501751
30.31546640394553,36.246387154956615,44.51343247098237
28.01651977886949,32.946069341848045,44.71672841194925
25.323489054350567,39.17122054134343,45.771492894882165
29.581382383654137,25.54519156927449,41.51087129676148
31.321657338917717,20.17799098619872,42.899432211085426
29.837191015797362,29.049509372666424,43.33271977315767
29.214858378786694,35.59819597410014,43.58247631470563
27.79992718542219,24.550109011871612,41.130451896821945
27.59653265696373,29.787761198074698,43.24118578338535
29.67759870583743,26.81317561756752,43.161713977169306
32.34066783505166,26.39336037929456,43.973229386880746
29.154834042796423,34.900948888878524,44.09623442187439
31.887906205136165,25.140063098964788,43.16093113103791
28.453289267469362,32.37446961847907,43.94204428584398
26.471820902097893,32.972599244744096,42.43651176553554
27.939177553560654,30.55435224500161,45.11226816483484
29.647177592343862,22.749829376495537,40.822791900227756
28.345002626256157,27.862443404780322,42.225505456342454
30.580139065271343,36.37928884524742,45.25184591148003
30.745165361820806,30.084760521151743,45.814410699313314
30.495817692719744,21.72871853948605,40.01567989053162
30.70404262883029,27.778301616842533,44.04440539943024
30.468264625496673,33.93888752564811,46.06023891085837
28.379910704259448,26.173924452606123,42.14938226407327
28.98441765952981,24.841667150702893,40.66877045142384
29.658012433625263,29.909945787872093,44.40190498181189
29.333038671875528,31.428364926650477,43.5640701124747
29.421290631359664,26.04533730960653,41.755612686991896
29.54449138107982,27.774317723425856,44.06657487518337
26.140803943610063,30.63984250225389,42.00816194328323
28.875788084433506,33.047294910171,42.85104608381982
28.248050186724345,28.708859304664426,41.982656640438755
29.854847229079184,33.524223692657515,44.034786138727824
28.512790042930696,29.945288270398287,42.95390231602269
31.99976289060805,32.04442522692226,47.030149088617804
25.85894964069754,29.207873558394112,43.17607762724426
30.4120279738477,25.816860745794283,43.66740773720566
28.066118565199325,28.484378673021716,44.35772012491132
28.340175561277324,32.17861834486726,43.85591944245183
30.45091361125005,27.59120333436123,44.55820123113867
32.61150272323618,25.37334297905486,44.99336161400288
26.06039615516304,30.3481931872315,42.69845402104825
30.14524554092936,24.806852911260247,44.29130141418112
30.28149516216375,26.021124246900868,40.95727652940579
30.50979248941719,32.32151577497374,44.58840117632341
30.56685252751409,27.21676639462569,44.44773769708302
28.058317124337883,25.48929713281756,41.192068585085686
28.949672518349512,25.696763208546123,42.67508577669271
31.19393902973094,30.126631778185196,43.26816475255732
30.475566675308897,29.051546139087822,44.763374507881785
33.043360643145334,33.42793683680239,47.62602287195649
27.68514296329061,32.53031015016503,42.641331173118004
28.249662947888247,27.24652552903411,41.40559546714447
31.118561626590438,29.623562368649885,44.395484362222646
34.56680763911148,29.105736075103465,47.25016254985936
26.961555068993693,32.75365253849597,41.2485877669357
23.98556089342049,27.895119413776452,40.272284468006596
31.16296849910291,31.93741014768755,43.91458628117976
30.731223865441564,28.045286283998777,46.102912736272444
29.485401408085828,29.01198352247317,45.06010956167167
31.761329784001944,27.888168558338613,44.60752108985936
31.70047829057889,27.976688736882387,43.25633205804871
30.068339372532826,34.03253663057728,46.56995724941707
32.88977840752196,29.090042540635906,44.912855297971376
30.75961370170809,31.386033406985383,44.59435357742111
34.556317581057634,21.831203767944466,44.458592759434445
29.391331405267245,28.967117694030495,43.255177156085374
34.6997438279873,31.246816852329818,46.69526560195397
24.99276615360352,35.16690525201429,44.05226952694731
31.103792720074903,33.33078652119521,44.76549814917099
26.13936640808259,25.895152158977044,39.90521905504344
31.122794349325776,28.30077293663232,43.439326375287784
33.837387662559465,28.913318570794317,46.3327831759441
32.35048084682926,26.89568046494035,46.33706269161739
26.754381986223585,29.967251829633963,40.66689463681249
29.710441800811008,36.03556848912783,44.79049748556315
32.42045969762608,25.392743092304126,43.71961033623606
27.991203828129983,28.881389874625302,40.555312505315946
31.021203460931037,25.55140703490134,43.509883095122284
31.412434882868332,33.186080921669685,45.93369212574433
30.060630100981346,30.887787793838758,42.17845289340534
26.51983130770386,26.41374269293213,41.31361444410375
33.25965572813028,36.85102809608484,46.622749466724095
29.355663654456166,19.602326815978856,41.9178959505762
32.84471269052857,26.199152699738793,43.555165807297556
26.70211722455622,27.809887048996845,42.124925286173074
29.74283921211013,27.70998945815819,44.11559510307177
